Fecha;Moneda;Saldo;TC Oficial;Saldo (BOB);Cod Agencia;Agencia;;
2023-11-07;USD;18250,00;6,86;125195,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;BOB;23167,00;1;23167,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;CLP;0,00;0,00778;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;BRL;1305,00;1,40266;1830,47;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;EUR;2365,00;7,35736;17400,16;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;PEN;330,00;1,82408;601,95;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-07;USD;3785,00;6,86;25965,10;401;AGENCIA ORURO CENTRAL;;
2023-11-07;BOB;104534,90;1;104534,90;401;AGENCIA ORURO CENTRAL;;
2023-11-07;CLP;0,00;0,00778;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;BRL;0,00;1,40266;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;EUR;0,00;7,35736;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;AUD;0,00;4,45215;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;CAD;0,00;5,01096;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;PEN;0,00;1,82408;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;GBP;0,00;8,48034;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;CHF;0,00;7,63325;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-07;USD;3568,00;6,86;24476,48;501;AGENCIA UYUNI;;
2023-11-07;BOB;51198,10;1;51198,10;501;AGENCIA UYUNI;;
2023-11-07;CLP;1240700,00;0,00778;9652,65;501;AGENCIA UYUNI;;
2023-11-07;BRL;0,00;1,40266;0,00;501;AGENCIA UYUNI;;
2023-11-07;EUR;1880,00;7,35736;13831,84;501;AGENCIA UYUNI;;
2023-11-07;PEN;150,00;1,82408;273,61;501;AGENCIA UYUNI;;
2023-11-07;USD;3570,00;6,86;24490,20;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;BOB;22995,10;1;22995,10;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;CLP;0,00;0,00778;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;BRL;0,00;1,40266;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;EUR;0,00;7,35736;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;PEN;0,00;1,82408;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-07;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-07;BOB;35743,00;1;35743,00;702;AGENCIA YAPACANI;;
2023-11-07;CLP;211000,00;0,00778;1641,58;702;AGENCIA YAPACANI;;
2023-11-07;BRL;600,00;1,40266;841,60;702;AGENCIA YAPACANI;;
2023-11-07;EUR;400,00;7,35736;2942,94;702;AGENCIA YAPACANI;;
2023-11-07;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-07;PEN;0,00;1,82408;0,00;702;AGENCIA YAPACANI;;
2023-11-08;USD;2887,00;6,86;19804,82;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;BOB;42876,00;1;42876,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;CLP;0,00;0,00772;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;BRL;0,00;1,40955;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;EUR;0,00;7,3347;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;PEN;0,00;1,81554;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-08;USD;19080,00;6,86;130888,80;202;AGENCIA COLON;;
2023-11-08;BOB;158226,80;1;158226,80;202;AGENCIA COLON;;
2023-11-08;CLP;3974000,00;0,00772;30679,28;202;AGENCIA COLON;;
2023-11-08;BRL;3484,00;1,40955;4910,87;202;AGENCIA COLON;;
2023-11-08;EUR;3565,00;7,3347;26148,21;202;AGENCIA COLON;;
2023-11-08;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-08;AUD;0,00;4,4103;0,00;202;AGENCIA COLON;;
2023-11-08;CAD;0,00;4,98474;0,00;202;AGENCIA COLON;;
2023-11-08;PEN;630,00;1,81554;1143,79;202;AGENCIA COLON;;
2023-11-08;GBP;0,00;8,43094;0,00;202;AGENCIA COLON;;
2023-11-08;CHF;0,00;7,61884;0,00;202;AGENCIA COLON;;
2023-11-08;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-08;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-08;USD;6536,00;6,86;44836,96;210;AGENCIA 6 DE MARZO;;
2023-11-08;BOB;49289,30;1;49289,30;210;AGENCIA 6 DE MARZO;;
2023-11-08;CLP;45000,00;0,00772;347,40;210;AGENCIA 6 DE MARZO;;
2023-11-08;BRL;900,00;1,40955;1268,60;210;AGENCIA 6 DE MARZO;;
2023-11-08;EUR;50,00;7,3347;366,74;210;AGENCIA 6 DE MARZO;;
2023-11-08;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-08;PEN;0,00;1,81554;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-08;GBP;0,00;8,43094;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-08;USD;8650,00;6,86;59339,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;BOB;144475,80;1;144475,80;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;CLP;0,00;0,00772;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;BRL;1305,00;1,40955;1839,46;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;EUR;2915,00;7,3347;21380,65;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;PEN;330,00;1,81554;599,13;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-08;USD;3905,00;6,86;26788,30;401;AGENCIA ORURO CENTRAL;;
2023-11-08;BOB;62226,40;1;62226,40;401;AGENCIA ORURO CENTRAL;;
2023-11-08;CLP;40000,00;0,00772;308,80;401;AGENCIA ORURO CENTRAL;;
2023-11-08;BRL;0,00;1,40955;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;EUR;0,00;7,3347;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;AUD;0,00;4,4103;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;CAD;0,00;4,98474;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;PEN;0,00;1,81554;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;GBP;0,00;8,43094;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;CHF;0,00;7,61884;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-08;USD;6107,00;6,86;41894,02;501;AGENCIA UYUNI;;
2023-11-08;BOB;67284,00;1;67284,00;501;AGENCIA UYUNI;;
2023-11-08;CLP;1279700,00;0,00772;9879,28;501;AGENCIA UYUNI;;
2023-11-08;BRL;0,00;1,40955;0,00;501;AGENCIA UYUNI;;
2023-11-08;EUR;2180,00;7,3347;15989,65;501;AGENCIA UYUNI;;
2023-11-08;PEN;250,00;1,81554;453,89;501;AGENCIA UYUNI;;
2023-11-08;USD;7190,00;6,86;49323,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;BOB;25948,70;1;25948,70;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;CLP;0,00;0,00772;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;BRL;0,00;1,40955;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;EUR;0,00;7,3347;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;PEN;0,00;1,81554;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-08;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-08;BOB;23861,50;1;23861,50;702;AGENCIA YAPACANI;;
2023-11-08;CLP;362000,00;0,00772;2794,64;702;AGENCIA YAPACANI;;
2023-11-08;BRL;1000,00;1,40955;1409,55;702;AGENCIA YAPACANI;;
2023-11-08;EUR;800,00;7,3347;5867,76;702;AGENCIA YAPACANI;;
2023-11-08;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-08;PEN;0,00;1,81554;0,00;702;AGENCIA YAPACANI;;
2023-11-09;USD;2837,00;6,86;19461,82;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;BOB;51017,70;1;51017,70;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;CLP;0,00;0,00759;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;BRL;0,00;1,39837;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;EUR;0,00;7,34774;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;PEN;0,00;1,80674;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-09;USD;47861,00;6,86;328326,46;202;AGENCIA COLON;;
2023-11-09;BOB;108727,30;1;108727,30;202;AGENCIA COLON;;
2023-11-09;CLP;4824000,00;0,00759;36614,16;202;AGENCIA COLON;;
2023-11-09;BRL;1304,00;1,39837;1823,47;202;AGENCIA COLON;;
2023-11-09;EUR;3890,00;7,34774;28582,71;202;AGENCIA COLON;;
2023-11-09;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-09;AUD;0,00;4,39933;0,00;202;AGENCIA COLON;;
2023-11-09;CAD;0,00;4,97282;0,00;202;AGENCIA COLON;;
2023-11-09;PEN;800,00;1,80674;1445,39;202;AGENCIA COLON;;
2023-11-09;GBP;0,00;8,43778;0,00;202;AGENCIA COLON;;
2023-11-09;CHF;0,00;7,62816;0,00;202;AGENCIA COLON;;
2023-11-09;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-09;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-09;USD;6636,00;6,86;45522,96;210;AGENCIA 6 DE MARZO;;
2023-11-09;BOB;70648,00;1;70648,00;210;AGENCIA 6 DE MARZO;;
2023-11-09;CLP;45000,00;0,00759;341,55;210;AGENCIA 6 DE MARZO;;
2023-11-09;BRL;900,00;1,39837;1258,53;210;AGENCIA 6 DE MARZO;;
2023-11-09;EUR;50,00;7,34774;367,39;210;AGENCIA 6 DE MARZO;;
2023-11-09;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-09;PEN;0,00;1,80674;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-09;GBP;0,00;8,43778;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-09;USD;5340,00;6,86;36632,40;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;BOB;180389,90;1;180389,90;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;CLP;0,00;0,00759;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;BRL;1380,00;1,39837;1929,75;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;EUR;2025,00;7,34774;14879,17;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;PEN;460,00;1,80674;831,10;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-09;USD;5355,00;6,86;36735,30;401;AGENCIA ORURO CENTRAL;;
2023-11-09;BOB;126958,20;1;126958,20;401;AGENCIA ORURO CENTRAL;;
2023-11-09;CLP;40000,00;0,00759;303,60;401;AGENCIA ORURO CENTRAL;;
2023-11-09;BRL;0,00;1,39837;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;EUR;180,00;7,34774;1322,59;401;AGENCIA ORURO CENTRAL;;
2023-11-09;AUD;0,00;4,39933;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;CAD;0,00;4,97282;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;PEN;0,00;1,80674;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;GBP;0,00;8,43778;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;CHF;0,00;7,62816;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-09;USD;3447,00;6,86;23646,42;501;AGENCIA UYUNI;;
2023-11-09;BOB;104799,80;1;104799,80;501;AGENCIA UYUNI;;
2023-11-09;CLP;102700,00;0,00759;779,49;501;AGENCIA UYUNI;;
2023-11-09;BRL;800,00;1,39837;1118,70;501;AGENCIA UYUNI;;
2023-11-09;EUR;2560,00;7,34774;18810,21;501;AGENCIA UYUNI;;
2023-11-09;PEN;430,00;1,80674;776,90;501;AGENCIA UYUNI;;
2023-11-09;USD;57190,00;6,86;392323,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;BOB;80974,10;1;80974,10;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;CLP;0,00;0,00759;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;BRL;0,00;1,39837;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;EUR;0,00;7,34774;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;PEN;0,00;1,80674;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-09;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-09;BOB;16536,50;1;16536,50;702;AGENCIA YAPACANI;;
2023-11-09;CLP;442000,00;0,00759;3354,78;702;AGENCIA YAPACANI;;
2023-11-09;BRL;1000,00;1,39837;1398,37;702;AGENCIA YAPACANI;;
2023-11-09;EUR;800,00;7,34774;5878,19;702;AGENCIA YAPACANI;;
2023-11-09;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-09;PEN;0,00;1,80674;0,00;702;AGENCIA YAPACANI;;
2023-11-10;USD;3187,00;6,86;21862,82;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;BOB;38827,90;1;38827,90;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;CLP;0,00;0,00759;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;BRL;0,00;1,39837;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;EUR;0,00;7,34774;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;PEN;0,00;1,80674;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-10;USD;65499,00;6,86;449323,14;202;AGENCIA COLON;;
2023-11-10;BOB;61800,90;1;61800,90;202;AGENCIA COLON;;
2023-11-10;CLP;5977000,00;0,00759;45365,43;202;AGENCIA COLON;;
2023-11-10;BRL;4821,00;1,39837;6741,54;202;AGENCIA COLON;;
2023-11-10;EUR;3940,00;7,34774;28950,10;202;AGENCIA COLON;;
2023-11-10;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-10;AUD;0,00;4,39933;0,00;202;AGENCIA COLON;;
2023-11-10;CAD;0,00;4,97282;0,00;202;AGENCIA COLON;;
2023-11-10;PEN;1820,00;1,80674;3288,27;202;AGENCIA COLON;;
2023-11-10;GBP;0,00;8,43778;0,00;202;AGENCIA COLON;;
2023-11-10;CHF;0,00;7,62816;0,00;202;AGENCIA COLON;;
2023-11-10;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-10;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-10;USD;500,00;6,86;3430,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;BOB;36860,20;1;36860,20;210;AGENCIA 6 DE MARZO;;
2023-11-10;CLP;0,00;0,00759;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;BRL;0,00;1,39837;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;EUR;0,00;7,34774;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;PEN;0,00;1,80674;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;GBP;0,00;8,43778;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-10;USD;85070,00;6,86;583580,20;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;BOB;40471,60;1;40471,60;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;CLP;0,00;0,00759;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;BRL;1360,00;1,39837;1901,78;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;EUR;265,00;7,34774;1947,15;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;PEN;330,00;1,80674;596,22;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-10;USD;5375,00;6,86;36872,50;401;AGENCIA ORURO CENTRAL;;
2023-11-10;BOB;155279,00;1;155279,00;401;AGENCIA ORURO CENTRAL;;
2023-11-10;CLP;51000,00;0,00759;387,09;401;AGENCIA ORURO CENTRAL;;
2023-11-10;BRL;0,00;1,39837;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-10;EUR;260,00;7,34774;1910,41;401;AGENCIA ORURO CENTRAL;;
2023-11-10;PEN;0,00;1,80674;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-10;USD;11337,00;6,86;77771,82;501;AGENCIA UYUNI;;
2023-11-10;BOB;40435,80;1;40435,80;501;AGENCIA UYUNI;;
2023-11-10;CLP;22700,00;0,00759;172,29;501;AGENCIA UYUNI;;
2023-11-10;BRL;800,00;1,39837;1118,70;501;AGENCIA UYUNI;;
2023-11-10;EUR;2570,00;7,34774;18883,69;501;AGENCIA UYUNI;;
2023-11-10;PEN;430,00;1,80674;776,90;501;AGENCIA UYUNI;;
2023-11-10;USD;127190,00;6,86;872523,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;BOB;120147,90;1;120147,90;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;CLP;0,00;0,00759;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;BRL;0,00;1,39837;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;EUR;0,00;7,34774;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;PEN;0,00;1,80674;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-10;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-10;BOB;32342,70;1;32342,70;702;AGENCIA YAPACANI;;
2023-11-10;CLP;502000,00;0,00759;3810,18;702;AGENCIA YAPACANI;;
2023-11-10;BRL;1000,00;1,39837;1398,37;702;AGENCIA YAPACANI;;
2023-11-10;EUR;800,00;7,34774;5878,19;702;AGENCIA YAPACANI;;
2023-11-10;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-10;PEN;0,00;1,80674;0,00;702;AGENCIA YAPACANI;;
2023-11-11;USD;207,00;6,86;1420,02;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;BOB;23007,70;1;23007,70;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;CLP;0,00;0,00759;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;BRL;0,00;1,39837;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;EUR;0,00;7,34774;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;PEN;0,00;1,80674;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-11;USD;294989,00;6,86;2023624,54;202;AGENCIA COLON;;
2023-11-11;BOB;42210,10;1;42210,10;202;AGENCIA COLON;;
2023-11-11;CLP;6077000,00;0,00759;46124,43;202;AGENCIA COLON;;
2023-11-11;BRL;5121,00;1,39837;7161,05;202;AGENCIA COLON;;
2023-11-11;EUR;3940,00;7,34774;28950,10;202;AGENCIA COLON;;
2023-11-11;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-11;AUD;0,00;4,39933;0,00;202;AGENCIA COLON;;
2023-11-11;CAD;0,00;4,97282;0,00;202;AGENCIA COLON;;
2023-11-11;PEN;2470,00;1,80674;4462,65;202;AGENCIA COLON;;
2023-11-11;GBP;0,00;8,43778;0,00;202;AGENCIA COLON;;
2023-11-11;CHF;0,00;7,62816;0,00;202;AGENCIA COLON;;
2023-11-11;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-11;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-11;USD;600,00;6,86;4116,00;210;AGENCIA 6 DE MARZO;;
2023-11-11;BOB;127191,80;1;127191,80;210;AGENCIA 6 DE MARZO;;
2023-11-11;CLP;0,00;0,00759;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-11;BRL;0,00;1,39837;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-11;EUR;0,00;7,34774;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-11;PEN;0,00;1,80674;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-11;USD;270,00;6,86;1852,20;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;BOB;24517,80;1;24517,80;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;CLP;0,00;0,00759;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;BRL;1360,00;1,39837;1901,78;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;EUR;825,00;7,34774;6061,89;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;PEN;300,00;1,80674;542,02;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-11;USD;775,00;6,86;5316,50;401;AGENCIA ORURO CENTRAL;;
2023-11-11;BOB;151260,80;1;151260,80;401;AGENCIA ORURO CENTRAL;;
2023-11-11;CLP;51000,00;0,00759;387,09;401;AGENCIA ORURO CENTRAL;;
2023-11-11;BRL;0,00;1,39837;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-11;EUR;260,00;7,34774;1910,41;401;AGENCIA ORURO CENTRAL;;
2023-11-11;AUD;0,00;4,39933;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-11;CAD;0,00;4,97282;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-11;PEN;500,00;1,80674;903,37;401;AGENCIA ORURO CENTRAL;;
2023-11-11;GBP;0,00;8,43778;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-11;CHF;0,00;7,62816;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-11;USD;0,00;6,86;0,00;501;AGENCIA UYUNI;;
2023-11-11;BOB;67469,30;1;67469,30;501;AGENCIA UYUNI;;
2023-11-11;CLP;15700,00;0,00759;119,16;501;AGENCIA UYUNI;;
2023-11-11;BRL;0,00;1,39837;0,00;501;AGENCIA UYUNI;;
2023-11-11;EUR;0,00;7,34774;0,00;501;AGENCIA UYUNI;;
2023-11-11;PEN;0,00;1,80674;0,00;501;AGENCIA UYUNI;;
2023-11-11;USD;0,00;6,86;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;BOB;48744,80;1;48744,80;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;CLP;0,00;0,00759;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;BRL;0,00;1,39837;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;EUR;0,00;7,34774;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;PEN;0,00;1,80674;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-11;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-11;BOB;29602,80;1;29602,80;702;AGENCIA YAPACANI;;
2023-11-11;CLP;514000,00;0,00759;3901,26;702;AGENCIA YAPACANI;;
2023-11-11;BRL;1000,00;1,39837;1398,37;702;AGENCIA YAPACANI;;
2023-11-11;EUR;800,00;7,34774;5878,19;702;AGENCIA YAPACANI;;
2023-11-11;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-11;PEN;0,00;1,80674;0,00;702;AGENCIA YAPACANI;;
2023-11-12;USD;29,00;6,86;198,94;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;BOB;8589,40;1;8589,40;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;CLP;0,00;0,00759;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;BRL;0,00;1,39837;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;EUR;0,00;7,34774;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;PEN;0,00;1,80674;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-12;USD;296089,00;6,86;2031170,54;202;AGENCIA COLON;;
2023-11-12;BOB;32345,80;1;32345,80;202;AGENCIA COLON;;
2023-11-12;CLP;6077000,00;0,00759;46124,43;202;AGENCIA COLON;;
2023-11-12;BRL;5221,00;1,39837;7300,89;202;AGENCIA COLON;;
2023-11-12;EUR;4030,00;7,34774;29611,39;202;AGENCIA COLON;;
2023-11-12;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-12;AUD;0,00;4,39933;0,00;202;AGENCIA COLON;;
2023-11-12;CAD;0,00;4,97282;0,00;202;AGENCIA COLON;;
2023-11-12;PEN;2920,00;1,80674;5275,68;202;AGENCIA COLON;;
2023-11-12;GBP;0,00;8,43778;0,00;202;AGENCIA COLON;;
2023-11-12;CHF;0,00;7,62816;0,00;202;AGENCIA COLON;;
2023-11-12;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-12;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-12;USD;600,00;6,86;4116,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;BOB;121971,10;1;121971,10;210;AGENCIA 6 DE MARZO;;
2023-11-12;CLP;170000,00;0,00759;1290,30;210;AGENCIA 6 DE MARZO;;
2023-11-12;BRL;0,00;1,39837;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;EUR;0,00;7,34774;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;PEN;0,00;1,80674;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;GBP;0,00;8,43778;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-12;USD;290,00;6,86;1989,40;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-12;BOB;22030,60;1;22030,60;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-12;CLP;0,00;0,00759;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-12;BRL;1360,00;1,39837;1901,78;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-12;EUR;1125,00;7,34774;8266,21;301;AGENCIA COCHABAMBA CENTRAL;;
