Fecha;Moneda;Saldo;TC Oficial;Saldo (BOB);Cod Agencia;Agencia;;
2023-11-12;PEN;300,00;1,80674;542,02;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-12;USD;775,00;6,86;5316,50;401;AGENCIA ORURO CENTRAL;;
2023-11-12;BOB;13896,30;1;13896,30;401;AGENCIA ORURO CENTRAL;;
2023-11-12;CLP;51000,00;0,00759;387,09;401;AGENCIA ORURO CENTRAL;;
2023-11-12;BRL;0,00;1,39837;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;EUR;180,00;7,34774;1322,59;401;AGENCIA ORURO CENTRAL;;
2023-11-12;AUD;0,00;4,39933;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;CAD;0,00;4,97282;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;PEN;0,00;1,80674;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;GBP;0,00;8,43778;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;CHF;0,00;7,62816;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-12;USD;0,00;6,86;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;BOB;28072,20;1;28072,20;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;CLP;0,00;0,00759;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;BRL;0,00;1,39837;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;EUR;0,00;7,34774;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;PEN;0,00;1,80674;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-12;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-12;BOB;27052,80;1;27052,80;702;AGENCIA YAPACANI;;
2023-11-12;CLP;554000,00;0,00759;4204,86;702;AGENCIA YAPACANI;;
2023-11-12;BRL;1000,00;1,39837;1398,37;702;AGENCIA YAPACANI;;
2023-11-12;EUR;800,00;7,34774;5878,19;702;AGENCIA YAPACANI;;
2023-11-12;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-12;PEN;0,00;1,80674;0,00;702;AGENCIA YAPACANI;;
2023-11-13;USD;207,00;6,86;1420,02;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;BOB;153738,40;1;153738,40;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;CLP;0,00;0,00751;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;BRL;0,00;1,39703;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;EUR;0,00;7,32851;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;PEN;0,00;1,80246;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-13;USD;5120,00;6,86;35123,20;202;AGENCIA COLON;;
2023-11-13;BOB;59290,10;1;59290,10;202;AGENCIA COLON;;
2023-11-13;CLP;170000,00;0,00751;1276,70;202;AGENCIA COLON;;
2023-11-13;BRL;21,00;1,39703;29,34;202;AGENCIA COLON;;
2023-11-13;EUR;90,00;7,32851;659,57;202;AGENCIA COLON;;
2023-11-13;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-13;PEN;1300,00;1,80246;2343,20;202;AGENCIA COLON;;
2023-11-13;USD;1700,00;6,86;11662,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;BOB;28948,20;1;28948,20;210;AGENCIA 6 DE MARZO;;
2023-11-13;CLP;170000,00;0,00751;1276,70;210;AGENCIA 6 DE MARZO;;
2023-11-13;BRL;0,00;1,39703;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;EUR;0,00;7,32851;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;PEN;0,00;1,80246;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;GBP;0,00;8,38703;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-13;USD;3900,00;6,86;26754,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;BOB;106043,50;1;106043,50;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;CLP;0,00;0,00751;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;BRL;1360,00;1,39703;1899,96;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;EUR;25,00;7,32851;183,21;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;PEN;0,00;1,80246;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-13;USD;888,00;6,86;6091,68;401;AGENCIA ORURO CENTRAL;;
2023-11-13;BOB;91917,30;1;91917,30;401;AGENCIA ORURO CENTRAL;;
2023-11-13;CLP;31000,00;0,00751;232,81;401;AGENCIA ORURO CENTRAL;;
2023-11-13;BRL;0,00;1,39703;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-13;EUR;260,00;7,32851;1905,41;401;AGENCIA ORURO CENTRAL;;
2023-11-13;AUD;0,00;4,36434;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-13;CAD;0,00;4,97101;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-13;PEN;500,00;1,80246;901,23;401;AGENCIA ORURO CENTRAL;;
2023-11-13;GBP;0,00;8,38703;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-13;CHF;0,00;7,60448;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-13;USD;3315,00;6,86;22740,90;501;AGENCIA UYUNI;;
2023-11-13;BOB;97890,30;1;97890,30;501;AGENCIA UYUNI;;
2023-11-13;CLP;160700,00;0,00751;1206,86;501;AGENCIA UYUNI;;
2023-11-13;BRL;200,00;1,39703;279,41;501;AGENCIA UYUNI;;
2023-11-13;EUR;310,00;7,32851;2271,84;501;AGENCIA UYUNI;;
2023-11-13;PEN;120,00;1,80246;216,30;501;AGENCIA UYUNI;;
2023-11-13;USD;2800,00;6,86;19208,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;BOB;83990,80;1;83990,80;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;CLP;0,00;0,00751;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;BRL;0,00;1,39703;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;EUR;0,00;7,32851;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;PEN;0,00;1,80246;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-13;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-13;BOB;6993,70;1;6993,70;702;AGENCIA YAPACANI;;
2023-11-13;CLP;774000,00;0,00751;5812,74;702;AGENCIA YAPACANI;;
2023-11-13;BRL;1041,00;1,39703;1454,31;702;AGENCIA YAPACANI;;
2023-11-13;EUR;1275,00;7,32851;9343,85;702;AGENCIA YAPACANI;;
2023-11-13;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-13;PEN;0,00;1,80246;0,00;702;AGENCIA YAPACANI;;
2023-11-14;USD;29,00;6,86;198,94;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;BOB;30750,40;1;30750,40;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;CLP;0,00;0,00743;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;BRL;0,00;1,3978;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;EUR;0,00;7,3409;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;PEN;0,00;1,80086;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-14;USD;8621,00;6,86;59140,06;202;AGENCIA COLON;;
2023-11-14;BOB;24189,50;1;24189,50;202;AGENCIA COLON;;
2023-11-14;CLP;170000,00;0,00743;1263,10;202;AGENCIA COLON;;
2023-11-14;BRL;21,00;1,3978;29,35;202;AGENCIA COLON;;
2023-11-14;EUR;90,00;7,3409;660,68;202;AGENCIA COLON;;
2023-11-14;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-14;PEN;30,00;1,80086;54,03;202;AGENCIA COLON;;
2023-11-14;USD;1900,00;6,86;13034,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;BOB;36333,00;1;36333,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;CLP;170000,00;0,00743;1263,10;210;AGENCIA 6 DE MARZO;;
2023-11-14;BRL;0,00;1,3978;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;EUR;0,00;7,3409;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;PEN;2100,00;1,80086;3781,81;210;AGENCIA 6 DE MARZO;;
2023-11-14;GBP;0,00;8,4179;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-14;USD;6600,00;6,86;45276,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;BOB;67398,70;1;67398,70;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;CLP;0,00;0,00743;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;BRL;1360,00;1,3978;1901,01;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;EUR;2125,00;7,3409;15599,41;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;PEN;0,00;1,80086;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-14;USD;2238,00;6,86;15352,68;401;AGENCIA ORURO CENTRAL;;
2023-11-14;BOB;72554,40;1;72554,40;401;AGENCIA ORURO CENTRAL;;
2023-11-14;CLP;31000,00;0,00743;230,33;401;AGENCIA ORURO CENTRAL;;
2023-11-14;BRL;0,00;1,3978;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-14;EUR;385,00;7,3409;2826,25;401;AGENCIA ORURO CENTRAL;;
2023-11-14;AUD;0,00;4,37941;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-14;CAD;0,00;4,9739;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-14;PEN;500,00;1,80086;900,43;401;AGENCIA ORURO CENTRAL;;
2023-11-14;GBP;0,00;8,4179;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-14;CHF;0,00;7,6087;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-14;USD;3645,00;6,86;25004,70;501;AGENCIA UYUNI;;
2023-11-14;BOB;73226,90;1;73226,90;501;AGENCIA UYUNI;;
2023-11-14;CLP;25700,00;0,00743;190,95;501;AGENCIA UYUNI;;
2023-11-14;BRL;300,00;1,3978;419,34;501;AGENCIA UYUNI;;
2023-11-14;EUR;310,00;7,3409;2275,68;501;AGENCIA UYUNI;;
2023-11-14;PEN;270,00;1,80086;486,23;501;AGENCIA UYUNI;;
2023-11-14;USD;3100,00;6,86;21266,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;BOB;46615,40;1;46615,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;CLP;0,00;0,00743;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;BRL;0,00;1,3978;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;EUR;0,00;7,3409;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;PEN;0,00;1,80086;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-14;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-14;BOB;29520,20;1;29520,20;702;AGENCIA YAPACANI;;
2023-11-14;CLP;899000,00;0,00743;6679,57;702;AGENCIA YAPACANI;;
2023-11-14;BRL;1041,00;1,3978;1455,11;702;AGENCIA YAPACANI;;
2023-11-14;EUR;1375,00;7,3409;10093,74;702;AGENCIA YAPACANI;;
2023-11-14;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-14;PEN;0,00;1,80086;0,00;702;AGENCIA YAPACANI;;
2023-11-15;USD;2557,00;6,86;17541,02;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;BOB;24475,60;1;24475,60;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;CLP;0,00;0,00769;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;BRL;0,00;1,41016;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;EUR;0,00;7,45749;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;PEN;0,00;1,82234;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-15;USD;8021,00;6,86;55024,06;202;AGENCIA COLON;;
2023-11-15;BOB;11647,70;1;11647,70;202;AGENCIA COLON;;
2023-11-15;CLP;510000,00;0,00769;3921,90;202;AGENCIA COLON;;
2023-11-15;BRL;21,00;1,41016;29,61;202;AGENCIA COLON;;
2023-11-15;EUR;290,00;7,45749;2162,67;202;AGENCIA COLON;;
2023-11-15;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-15;AUD;0,00;4,4597;0,00;202;AGENCIA COLON;;
2023-11-15;CAD;0,00;5,00438;0,00;202;AGENCIA COLON;;
2023-11-15;PEN;1640,00;1,82234;2988,64;202;AGENCIA COLON;;
2023-11-15;GBP;0,00;8,57018;0,00;202;AGENCIA COLON;;
2023-11-15;CHF;0,00;7,71306;0,00;202;AGENCIA COLON;;
2023-11-15;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-15;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-15;USD;2040,00;6,86;13994,40;210;AGENCIA 6 DE MARZO;;
2023-11-15;BOB;125765,30;1;125765,30;210;AGENCIA 6 DE MARZO;;
2023-11-15;CLP;170000,00;0,00769;1307,30;210;AGENCIA 6 DE MARZO;;
2023-11-15;BRL;0,00;1,41016;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-15;EUR;0,00;7,45749;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-15;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-15;PEN;2150,00;1,82234;3918,03;210;AGENCIA 6 DE MARZO;;
2023-11-15;GBP;0,00;8,57018;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-15;USD;850,00;6,86;5831,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;BOB;123074,20;1;123074,20;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;CLP;0,00;0,00769;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;BRL;1360,00;1,41016;1917,82;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;EUR;2125,00;7,45749;15847,17;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;PEN;0,00;1,82234;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-15;USD;2238,00;6,86;15352,68;401;AGENCIA ORURO CENTRAL;;
2023-11-15;BOB;76252,40;1;76252,40;401;AGENCIA ORURO CENTRAL;;
2023-11-15;CLP;31000,00;0,00769;238,39;401;AGENCIA ORURO CENTRAL;;
2023-11-15;BRL;0,00;1,41016;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-15;EUR;385,00;7,45749;2871,13;401;AGENCIA ORURO CENTRAL;;
2023-11-15;AUD;0,00;4,4597;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-15;CAD;0,00;5,00438;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-15;PEN;500,00;1,82234;911,17;401;AGENCIA ORURO CENTRAL;;
2023-11-15;GBP;0,00;8,57018;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-15;CHF;0,00;7,71306;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-15;USD;5885,00;6,86;40371,10;501;AGENCIA UYUNI;;
2023-11-15;BOB;36764,90;1;36764,90;501;AGENCIA UYUNI;;
2023-11-15;CLP;125700,00;0,00769;966,63;501;AGENCIA UYUNI;;
2023-11-15;BRL;300,00;1,41016;423,05;501;AGENCIA UYUNI;;
2023-11-15;EUR;800,00;7,45749;5965,99;501;AGENCIA UYUNI;;
2023-11-15;PEN;270,00;1,82234;492,03;501;AGENCIA UYUNI;;
2023-11-15;USD;3100,00;6,86;21266,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;BOB;29329,40;1;29329,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;CLP;0,00;0,00769;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;BRL;0,00;1,41016;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;EUR;0,00;7,45749;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;PEN;0,00;1,82234;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-15;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-15;BOB;10941,40;1;10941,40;702;AGENCIA YAPACANI;;
2023-11-15;CLP;900000,00;0,00769;6921,00;702;AGENCIA YAPACANI;;
2023-11-15;BRL;1041,00;1,41016;1467,98;702;AGENCIA YAPACANI;;
2023-11-15;EUR;1875,00;7,45749;13982,79;702;AGENCIA YAPACANI;;
2023-11-15;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-15;PEN;0,00;1,82234;0,00;702;AGENCIA YAPACANI;;
2023-11-16;USD;2897,00;6,86;19873,42;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;BOB;21814,70;1;21814,70;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;CLP;0,00;0,00769;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;BRL;0,00;1,41016;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;EUR;0,00;7,45749;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;PEN;0,00;1,82234;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-16;USD;7141,00;6,86;48987,26;202;AGENCIA COLON;;
2023-11-16;BOB;130797,30;1;130797,30;202;AGENCIA COLON;;
2023-11-16;CLP;1910000,00;0,00769;14687,90;202;AGENCIA COLON;;
2023-11-16;BRL;21,00;1,41016;29,61;202;AGENCIA COLON;;
2023-11-16;EUR;90,00;7,45749;671,17;202;AGENCIA COLON;;
2023-11-16;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-16;AUD;0,00;4,4597;0,00;202;AGENCIA COLON;;
2023-11-16;CAD;0,00;5,00438;0,00;202;AGENCIA COLON;;
2023-11-16;PEN;3140,00;1,82234;5722,15;202;AGENCIA COLON;;
2023-11-16;GBP;0,00;8,57018;0,00;202;AGENCIA COLON;;
2023-11-16;CHF;0,00;7,71306;0,00;202;AGENCIA COLON;;
2023-11-16;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-16;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-16;USD;2050,00;6,86;14063,00;210;AGENCIA 6 DE MARZO;;
2023-11-16;BOB;63143,90;1;63143,90;210;AGENCIA 6 DE MARZO;;
2023-11-16;CLP;192000,00;0,00769;1476,48;210;AGENCIA 6 DE MARZO;;
2023-11-16;BRL;0,00;1,41016;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-16;EUR;0,00;7,45749;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-16;ARS;0,00;0,0196;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-16;PEN;2150,00;1,82234;3918,03;210;AGENCIA 6 DE MARZO;;
2023-11-16;GBP;0,00;8,57018;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-16;USD;400,00;6,86;2744,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;BOB;105000,80;1;105000,80;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;CLP;0,00;0,00769;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;BRL;1360,00;1,41016;1917,82;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;EUR;2275,00;7,45749;16965,79;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;PEN;0,00;1,82234;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-16;USD;2238,00;6,86;15352,68;401;AGENCIA ORURO CENTRAL;;
2023-11-16;BOB;70191,40;1;70191,40;401;AGENCIA ORURO CENTRAL;;
2023-11-16;CLP;88000,00;0,00769;676,72;401;AGENCIA ORURO CENTRAL;;
2023-11-16;BRL;0,00;1,41016;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-16;EUR;585,00;7,45749;4362,63;401;AGENCIA ORURO CENTRAL;;
2023-11-16;PEN;500,00;1,82234;911,17;401;AGENCIA ORURO CENTRAL;;
2023-11-16;USD;295,00;6,86;2023,70;501;AGENCIA UYUNI;;
2023-11-16;BOB;87869,00;1;87869,00;501;AGENCIA UYUNI;;
2023-11-16;CLP;1521700,00;0,00769;11701,87;501;AGENCIA UYUNI;;
2023-11-16;BRL;400,00;1,41016;564,06;501;AGENCIA UYUNI;;
2023-11-16;EUR;890,00;7,45749;6637,17;501;AGENCIA UYUNI;;
2023-11-16;PEN;270,00;1,82234;492,03;501;AGENCIA UYUNI;;
2023-11-16;USD;3200,00;6,86;21952,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;BOB;39977,40;1;39977,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;CLP;0,00;0,00769;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;BRL;0,00;1,41016;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;EUR;0,00;7,45749;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;PEN;0,00;1,82234;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-16;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
2023-11-16;BOB;25840,40;1;25840,40;702;AGENCIA YAPACANI;;
2023-11-16;CLP;1100000,00;0,00769;8459,00;702;AGENCIA YAPACANI;;
2023-11-16;BRL;1041,00;1,41016;1467,98;702;AGENCIA YAPACANI;;
2023-11-16;EUR;2175,00;7,45749;16220,04;702;AGENCIA YAPACANI;;
2023-11-16;ARS;0,00;0,0196;0,00;702;AGENCIA YAPACANI;;
2023-11-16;PEN;0,00;1,82234;0,00;702;AGENCIA YAPACANI;;
2023-11-17;USD;1897,00;6,86;13013,42;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;BOB;31838,20;1;31838,20;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;CLP;0,00;0,00769;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;BRL;0,00;1,41016;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;EUR;0,00;7,45749;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;ARS;0,00;0,0196;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;PEN;0,00;1,82234;0,00;101;AGENCIA SUCRE CENTRAL;;
2023-11-17;USD;3111,00;6,86;21341,46;202;AGENCIA COLON;;
2023-11-17;BOB;147375,10;1;147375,10;202;AGENCIA COLON;;
2023-11-17;CLP;2820000,00;0,00769;21685,80;202;AGENCIA COLON;;
2023-11-17;BRL;1521,00;1,41016;2144,85;202;AGENCIA COLON;;
2023-11-17;EUR;90,00;7,45749;671,17;202;AGENCIA COLON;;
2023-11-17;ARS;0,00;0,0196;0,00;202;AGENCIA COLON;;
2023-11-17;AUD;0,00;4,4597;0,00;202;AGENCIA COLON;;
2023-11-17;CAD;0,00;5,00438;0,00;202;AGENCIA COLON;;
2023-11-17;PEN;3740,00;1,82234;6815,55;202;AGENCIA COLON;;
2023-11-17;GBP;0,00;8,57018;0,00;202;AGENCIA COLON;;
2023-11-17;CHF;0,00;7,71306;0,00;202;AGENCIA COLON;;
2023-11-17;NZD;0,00;4,32044;0,00;202;AGENCIA COLON;;
2023-11-17;PYG;0,00;0,00092;0,00;202;AGENCIA COLON;;
2023-11-17;USD;5050,00;6,86;34643,00;210;AGENCIA 6 DE MARZO;;
2023-11-17;BOB;227398,10;1;227398,10;210;AGENCIA 6 DE MARZO;;
2023-11-17;CLP;192000,00;0,00769;1476,48;210;AGENCIA 6 DE MARZO;;
2023-11-17;BRL;0,00;1,41016;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-17;EUR;0,00;7,45749;0,00;210;AGENCIA 6 DE MARZO;;
2023-11-17;PEN;2150,00;1,82234;3918,03;210;AGENCIA 6 DE MARZO;;
2023-11-17;USD;9740,00;6,86;66816,40;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;BOB;65455,70;1;65455,70;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;CLP;0,00;0,00769;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;BRL;1360,00;1,41016;1917,82;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;EUR;2275,00;7,45749;16965,79;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;ARS;0,00;0,0196;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;PEN;0,00;1,82234;0,00;301;AGENCIA COCHABAMBA CENTRAL;;
2023-11-17;USD;732,00;6,86;5021,52;401;AGENCIA ORURO CENTRAL;;
2023-11-17;BOB;131239,70;1;131239,70;401;AGENCIA ORURO CENTRAL;;
2023-11-17;CLP;0,00;0,00769;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-17;BRL;0,00;1,41016;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-17;EUR;50,00;7,45749;372,87;401;AGENCIA ORURO CENTRAL;;
2023-11-17;PEN;0,00;1,82234;0,00;401;AGENCIA ORURO CENTRAL;;
2023-11-17;USD;2150,00;6,86;14749,00;501;AGENCIA UYUNI;;
2023-11-17;BOB;71577,00;1;71577,00;501;AGENCIA UYUNI;;
2023-11-17;CLP;3175700,00;0,00769;24421,13;501;AGENCIA UYUNI;;
2023-11-17;BRL;400,00;1,41016;564,06;501;AGENCIA UYUNI;;
2023-11-17;EUR;2540,00;7,45749;18942,02;501;AGENCIA UYUNI;;
2023-11-17;PEN;410,00;1,82234;747,16;501;AGENCIA UYUNI;;
2023-11-17;USD;3200,00;6,86;21952,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;BOB;72225,40;1;72225,40;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;CLP;0,00;0,00769;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;BRL;0,00;1,41016;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;EUR;0,00;7,45749;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;PEN;0,00;1,82234;0,00;701;AGENCIA SANTA CRUZ CENTRAL;;
2023-11-17;USD;0,00;6,86;0,00;702;AGENCIA YAPACANI;;
